date,direction,type,url,status,method,mimeType,encodedDataLength,remoteIPAddress,protocol
5:47:50 PM,request,Image,https://s-cdn.anthropic.com/images/973631.gif?bk=99dfa2e716&r=540488402&v=120&cs=UTF-8&h=claude.ai&l=en-US&S=8557574d5acb75410ae2b2cd290d676d&uu=6b40a283-be72-4b76-b761-0ab6b56291e6&t=Claude&u=https%3A%2F%2Fclaude.ai%2Flogout&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&nm=2&mh=63196a00446a1e285d1992cfe444aa55&np=5&ph=332b72bdb211e34e6e3c24f88d7c393b&sh=982&sw=1512&cd=30&p=MacIntel&to=240&d=60&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=8&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=f0fbe7949d2680f052faacc72c1aeadb&sri=0&pf=48&inc=false&bn=Chrome&ow=1200&oh=905&wd=false&npe=default&fph=c0f48806e2dc75d6fcbd91de7957bb6f&fsh=1512&fsw=982&fcd=30&fp=MacIntel&ftp=0&fhc=8&fss=true&fls=true&fin=true&fvch=9a961bada1ca3df523dabdc9dee30ad1&fad=124.04348155876505&fdm=8&fvf=chrome&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=true&fl=cce16c45e622d9ceae4b626c9353ecec&ft=America/New_York&pfe=15&z=z,,GET,,,,
5:47:50 PM,request,Image,https://s-cdn.anthropic.com/images/374684.gif?bk=99dfa2e716&r=712363393&v=120&cs=UTF-8&h=claude.ai&l=en-US&S=8557574d5acb75410ae2b2cd290d676d&uu=6b40a283-be72-4b76-b761-0ab6b56291e6&t=Claude&u=https%3A%2F%2Fclaude.ai%2Flogout&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&nm=2&mh=63196a00446a1e285d1992cfe444aa55&np=5&ph=332b72bdb211e34e6e3c24f88d7c393b&sh=982&sw=1512&cd=30&p=MacIntel&to=240&d=60&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=8&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=f0fbe7949d2680f052faacc72c1aeadb&sri=0&pf=17&inc=false&bn=Chrome&ow=1200&oh=905&wd=false&npe=default&fph=c0f48806e2dc75d6fcbd91de7957bb6f&fsh=1512&fsw=982&fcd=30&fp=MacIntel&ftp=0&fhc=8&fss=true&fls=true&fin=true&fvch=9a961bada1ca3df523dabdc9dee30ad1&fad=124.04348155876505&fdm=8&fvf=chrome&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=true&fl=cce16c45e622d9ceae4b626c9353ecec&ft=America/New_York&pfe=5&z=z,,GET,,,,
5:47:50 PM,request,Fetch,https://browser-intake-us5-datadoghq.com/api/v2/rum?ddsource=browser&dd-api-key=pub71869dceb5b70dba6123af9ca357d1f9&dd-evp-origin-version=6.31.0&dd-evp-origin=browser&dd-request-id=f415e2d4-d652-406e-95d4-c5f2483b64c6&batch_time=1776116870086&_dd.api=fetch,,POST,,,,
5:47:50 PM,request,Fetch,https://claude.ai/api/auth/logout,,POST,,,,
5:47:50 PM,response,Image,https://s-cdn.anthropic.com/images/973631.gif?bk=99dfa2e716&r=540488402&v=120&cs=UTF-8&h=claude.ai&l=en-US&S=8557574d5acb75410ae2b2cd290d676d&uu=6b40a283-be72-4b76-b761-0ab6b56291e6&t=Claude&u=https%3A%2F%2Fclaude.ai%2Flogout&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&nm=2&mh=63196a00446a1e285d1992cfe444aa55&np=5&ph=332b72bdb211e34e6e3c24f88d7c393b&sh=982&sw=1512&cd=30&p=MacIntel&to=240&d=60&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=8&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=f0fbe7949d2680f052faacc72c1aeadb&sri=0&pf=48&inc=false&bn=Chrome&ow=1200&oh=905&wd=false&npe=default&fph=c0f48806e2dc75d6fcbd91de7957bb6f&fsh=1512&fsw=982&fcd=30&fp=MacIntel&ftp=0&fhc=8&fss=true&fls=true&fin=true&fvch=9a961bada1ca3df523dabdc9dee30ad1&fad=124.04348155876505&fdm=8&fvf=chrome&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=true&fl=cce16c45e622d9ceae4b626c9353ecec&ft=America/New_York&pfe=15&z=z,200,,image/gif,194,34.54.194.141,h2
5:47:50 PM,response,Image,https://s-cdn.anthropic.com/images/374684.gif?bk=99dfa2e716&r=712363393&v=120&cs=UTF-8&h=claude.ai&l=en-US&S=8557574d5acb75410ae2b2cd290d676d&uu=6b40a283-be72-4b76-b761-0ab6b56291e6&t=Claude&u=https%3A%2F%2Fclaude.ai%2Flogout&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F146.0.0.0%20Safari%2F537.36&nm=2&mh=63196a00446a1e285d1992cfe444aa55&np=5&ph=332b72bdb211e34e6e3c24f88d7c393b&sh=982&sw=1512&cd=30&p=MacIntel&to=240&d=60&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=8&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=f0fbe7949d2680f052faacc72c1aeadb&sri=0&pf=17&inc=false&bn=Chrome&ow=1200&oh=905&wd=false&npe=default&fph=c0f48806e2dc75d6fcbd91de7957bb6f&fsh=1512&fsw=982&fcd=30&fp=MacIntel&ftp=0&fhc=8&fss=true&fls=true&fin=true&fvch=9a961bada1ca3df523dabdc9dee30ad1&fad=124.04348155876505&fdm=8&fvf=chrome&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=true&fl=cce16c45e622d9ceae4b626c9353ecec&ft=America/New_York&pfe=5&z=z,200,,image/gif,47,34.54.194.141,h2
5:47:50 PM,response,Fetch,https://browser-intake-us5-datadoghq.com/api/v2/rum?ddsource=browser&dd-api-key=pub71869dceb5b70dba6123af9ca357d1f9&dd-evp-origin-version=6.31.0&dd-evp-origin=browser&dd-request-id=f415e2d4-d652-406e-95d4-c5f2483b64c6&batch_time=1776116870086&_dd.api=fetch,202,,application/json,73,34.149.66.154,h2
5:47:50 PM,response,Script,https://a-cdn.anthropic.com/analytics-next/bundles/ajs-destination.bundle.8e6b895db75187c55313.js,200,,application/javascript,28,34.36.57.103,h3
5:47:50 PM,request,Script,https://a-cdn.anthropic.com/analytics-next/bundles/schemaFilter.bundle.1b218d13fed021531d4e.js,,GET,,,,
5:47:50 PM,response,Script,https://js.intercomcdn.com/frame-modern.2b123462.js,200,,application/javascript,611,13.33.67.8,h2
5:47:50 PM,response,Script,https://js.intercomcdn.com/vendor-modern.df860bed.js,200,,application/javascript,609,13.33.67.8,h2
5:47:50 PM,response,Script,https://a-cdn.anthropic.com/analytics-next/bundles/schemaFilter.bundle.1b218d13fed021531d4e.js,200,,application/javascript,28,34.36.57.103,h3
5:47:50 PM,request,Script,https://a-cdn.anthropic.com/next-integrations/integrations/facebook-pixel/2.11.5/facebook-pixel.dynamic.js.gz,,GET,,,,
5:47:50 PM,response,Script,https://a-cdn.anthropic.com/next-integrations/integrations/facebook-pixel/2.11.5/facebook-pixel.dynamic.js.gz,200,,application/javascript,28,34.36.57.103,h3
5:47:50 PM,request,Script,https://a-cdn.anthropic.com/next-integrations/integrations/vendor/commons.59560acdd69ed701c941.js.gz,,GET,,,,
5:47:50 PM,response,Script,https://a-cdn.anthropic.com/next-integrations/integrations/vendor/commons.59560acdd69ed701c941.js.gz,200,,application/javascript,28,34.36.57.103,h3
5:47:50 PM,request,Script,https://connect.facebook.net/en_US/fbevents.js,,GET,,,,
5:47:50 PM,response,Script,https://connect.facebook.net/en_US/fbevents.js,200,,application/x-javascript,135,31.13.71.7,h3
5:47:50 PM,request,Script,https://connect.facebook.net/signals/config/468742119653388?v=2.9.298&r=stable&domain=a.claude.ai&hme=c048e760b3fdc0fbdc117d7607b2c36e13eff2660c515ac72e86dac5ba060bb9&ex_m=104%2C205%2C154%2C22%2C72%2C73%2C145%2C68%2C67%2C11%2C162%2C90%2C16%2C138%2C127%2C39%2C75%2C78%2C134%2C159%2C164%2C8%2C4%2C5%2C7%2C6%2C3%2C91%2C101%2C165%2C170%2C219%2C62%2C186%2C187%2C55%2C277%2C30%2C74%2C231%2C230%2C229%2C23%2C33%2C103%2C61%2C10%2C63%2C97%2C98%2C99%2C105%2C130%2C31%2C29%2C132%2C133%2C129%2C128%2C155%2C76%2C158%2C156%2C157%2C50%2C60%2C123%2C15%2C161%2C45%2C264%2C265%2C263%2C26%2C27%2C28%2C48%2C146%2C77%2C112%2C18%2C20%2C44%2C40%2C42%2C41%2C83%2C92%2C96%2C110%2C144%2C147%2C46%2C111%2C24%2C21%2C119%2C69%2C36%2C149%2C148%2C150%2C141%2C139%2C25%2C35%2C59%2C109%2C160%2C70%2C17%2C152%2C114%2C81%2C66%2C19%2C85%2C86%2C116%2C84%2C136%2C135%2C34%2C279%2C294%2C212%2C201%2C202%2C200%2C297%2C289%2C52%2C213%2C107%2C131%2C80%2C121%2C54%2C47%2C49%2C113%2C120%2C126%2C58%2C64%2C151%2C115%2C37%2C32%2C53%2C56%2C100%2C163%2C1%2C124%2C14%2C122%2C12%2C2%2C57%2C93%2C65%2C118%2C89%2C88%2C166%2C167%2C94%2C95%2C9%2C125%2C102%2C51%2C142%2C87%2C79%2C71%2C117%2C106%2C43%2C143%2C0%2C82%2C137%2C140%2C153%2C38%2C108%2C13%2C168,,GET,,,,
5:47:50 PM,response,Script,https://connect.facebook.net/signals/config/468742119653388?v=2.9.298&r=stable&domain=a.claude.ai&hme=c048e760b3fdc0fbdc117d7607b2c36e13eff2660c515ac72e86dac5ba060bb9&ex_m=104%2C205%2C154%2C22%2C72%2C73%2C145%2C68%2C67%2C11%2C162%2C90%2C16%2C138%2C127%2C39%2C75%2C78%2C134%2C159%2C164%2C8%2C4%2C5%2C7%2C6%2C3%2C91%2C101%2C165%2C170%2C219%2C62%2C186%2C187%2C55%2C277%2C30%2C74%2C231%2C230%2C229%2C23%2C33%2C103%2C61%2C10%2C63%2C97%2C98%2C99%2C105%2C130%2C31%2C29%2C132%2C133%2C129%2C128%2C155%2C76%2C158%2C156%2C157%2C50%2C60%2C123%2C15%2C161%2C45%2C264%2C265%2C263%2C26%2C27%2C28%2C48%2C146%2C77%2C112%2C18%2C20%2C44%2C40%2C42%2C41%2C83%2C92%2C96%2C110%2C144%2C147%2C46%2C111%2C24%2C21%2C119%2C69%2C36%2C149%2C148%2C150%2C141%2C139%2C25%2C35%2C59%2C109%2C160%2C70%2C17%2C152%2C114%2C81%2C66%2C19%2C85%2C86%2C116%2C84%2C136%2C135%2C34%2C279%2C294%2C212%2C201%2C202%2C200%2C297%2C289%2C52%2C213%2C107%2C131%2C80%2C121%2C54%2C47%2C49%2C113%2C120%2C126%2C58%2C64%2C151%2C115%2C37%2C32%2C53%2C56%2C100%2C163%2C1%2C124%2C14%2C122%2C12%2C2%2C57%2C93%2C65%2C118%2C89%2C88%2C166%2C167%2C94%2C95%2C9%2C125%2C102%2C51%2C142%2C87%2C79%2C71%2C117%2C106%2C43%2C143%2C0%2C82%2C137%2C140%2C153%2C38%2C108%2C13%2C168,200,,application/x-javascript,121,31.13.71.7,h3
5:47:52 PM,response,Fetch,https://claude.ai/api/auth/logout,200,,application/json,762,160.79.104.10,h3
5:47:52 PM,request,Document,https://claude.ai/login?from=logout,,GET,,,,
5:47:53 PM,response,Document,https://claude.ai/login?from=logout,200,,text/html,3050,160.79.104.10,h3
5:47:53 PM,request,Ping,https://browser-intake-us5-datadoghq.com/api/v2/rum?ddsource=browser&dd-api-key=pub71869dceb5b70dba6123af9ca357d1f9&dd-evp-origin-version=6.31.0&dd-evp-origin=browser&dd-request-id=13f8a10e-198b-4667-9772-9155428e3003&batch_time=1776116872886&_dd.api=beacon,,POST,,,,
5:47:53 PM,request,Fetch,https://claude.ai/edge-api/bootstrap?statsig_hashing_algorithm=djb2&growthbook_format=sdk&include_system_prompts=false,,GET,,,,
5:47:53 PM,request,Fetch,https://claude.ai/i18n/en-US.json,,GET,,,,
5:47:53 PM,request,Fetch,https://claude.ai/i18n/statsig/en-US.json,,GET,,,,
5:47:53 PM,request,Other,https://a-api.anthropic.com/v1/b,,OPTIONS,,,,
5:47:53 PM,request,Fetch,https://a-api.anthropic.com/v1/b,,POST,,,,
5:47:53 PM,request,Ping,https://browser-intake-us5-datadoghq.com/api/v2/rum?ddsource=browser&dd-api-key=pub71869dceb5b70dba6123af9ca357d1f9&dd-evp-origin-version=6.31.0&dd-evp-origin=browser&dd-request-id=ec4bf8d4-997e-4059-8c4e-50f4af2cbf02&batch_time=1776116873071&_dd.api=beacon,,POST,,,,
5:47:53 PM,request,Font,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc27851ad-CFxw3nG7.woff2,,GET,,,,
5:47:53 PM,response,Font,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc27851ad-CFxw3nG7.woff2,200,,font/woff2,118296,160.79.104.10,h3
5:47:53 PM,request,Font,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c66fc489e-C-BHYa_K.woff2,,GET,,,,
5:47:53 PM,response,Font,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c66fc489e-C-BHYa_K.woff2,200,,font/woff2,165684,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/index-Bb7FS3zD.js,,GET,,,,
5:47:53 PM,request,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-BFo4uILy.css,,GET,,,,
5:47:53 PM,response,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-BFo4uILy.css,200,,text/css,68953,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/vendor-DYTAmuDf.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/vendor-DYTAmuDf.js,200,,text/javascript,582570,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/tree-sitter-D9YzSMCO.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/tree-sitter-D9YzSMCO.js,200,,text/javascript,19491,160.79.104.10,h3
5:47:53 PM,request,Manifest,https://claude.ai/manifest.json,,GET,,,,
5:47:53 PM,response,Manifest,https://claude.ai/manifest.json,200,,application/json,1325,160.79.104.10,h3
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/index-Bb7FS3zD.js,200,,text/javascript,0,160.79.104.10,h3
5:47:53 PM,response,Preflight,https://a-api.anthropic.com/v1/b,200,,,663,160.79.104.10,h3
5:47:53 PM,request,Fetch,https://claude.ai/edge-api/bootstrap?statsig_hashing_algorithm=djb2&growthbook_format=sdk&include_system_prompts=false,,GET,,,,
5:47:53 PM,response,Fetch,https://claude.ai/edge-api/bootstrap?statsig_hashing_algorithm=djb2&growthbook_format=sdk&include_system_prompts=false,200,,application/json,252,160.79.104.10,h3
5:47:53 PM,request,Other,https://claude.ai/images/icon-512x512.png,,GET,,,,
5:47:53 PM,response,Other,https://claude.ai/images/icon-512x512.png,200,,image/png,998,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c632c9594-BWBSrZH1.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c632c9594-BWBSrZH1.js,200,,text/javascript,103553,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/ce2a6f899-CZjzNkWF.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/ce2a6f899-CZjzNkWF.js,200,,text/javascript,2620,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c8f5e99bb-C1_2SXc7.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c8f5e99bb-C1_2SXc7.js,200,,text/javascript,1269,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a9356e8-Bgs0Rl-6.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a9356e8-Bgs0Rl-6.js,200,,text/javascript,4712,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c4a0394fd-kFWr0QFe.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c4a0394fd-kFWr0QFe.js,200,,text/javascript,34693,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c029a409d-DO-O5Mrx.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c029a409d-DO-O5Mrx.js,200,,text/javascript,6275,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc2c30812-BbkcrBQp.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc2c30812-BbkcrBQp.js,200,,text/javascript,13693,160.79.104.10,h3
5:47:53 PM,request,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc2c30812-FWJX77zY.css,,GET,,,,
5:47:53 PM,response,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc2c30812-FWJX77zY.css,200,,text/css,1314,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfb7143a4-Dc85Um9s.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfb7143a4-Dc85Um9s.js,200,,text/javascript,1633,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c19e49841-Rpjlsng5.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c19e49841-Rpjlsng5.js,200,,text/javascript,5758,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cb53cddab-BlzCpDe1.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cb53cddab-BlzCpDe1.js,200,,text/javascript,1116,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c8901fcbe-D-QZbFrU.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c8901fcbe-D-QZbFrU.js,200,,text/javascript,8603,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c0b6b321b-DIAjNB0g.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c0b6b321b-DIAjNB0g.js,200,,text/javascript,1114,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c4ba74563-WRmShnKG.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c4ba74563-WRmShnKG.js,200,,text/javascript,12652,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c1af03898-Q-HVwAW7.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c1af03898-Q-HVwAW7.js,200,,text/javascript,1787,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c3a41fcbb-aKiK1V8B.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c3a41fcbb-aKiK1V8B.js,200,,text/javascript,3254,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c81dd7232-aQDoePe1.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c81dd7232-aQDoePe1.js,200,,text/javascript,1360,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c56e0b5dd-Dzw4m7LR.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c56e0b5dd-Dzw4m7LR.js,200,,text/javascript,3048,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cded40f2a-Dlvfy80l.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cded40f2a-Dlvfy80l.js,200,,text/javascript,1687,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c05c5ea16-BggyUDjQ.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c05c5ea16-BggyUDjQ.js,200,,text/javascript,1553,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c1306152d-ibtnrGKB.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c1306152d-ibtnrGKB.js,200,,text/javascript,1646,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cbc4150d0-DwHsc54t.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cbc4150d0-DwHsc54t.js,200,,text/javascript,1380,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfcbb3627-Br9jwBeD.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfcbb3627-Br9jwBeD.js,200,,text/javascript,17553,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c7b83d3f0-BpVN2nt_.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c7b83d3f0-BpVN2nt_.js,200,,text/javascript,986,160.79.104.10,h3
5:47:53 PM,request,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfcbb3627-CE4NsOix.css,,GET,,,,
5:47:53 PM,response,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cfcbb3627-CE4NsOix.css,200,,text/css,1469,160.79.104.10,h3
5:47:53 PM,request,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cbc4150d0-C5vT29Ee.css,,GET,,,,
5:47:53 PM,response,Stylesheet,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cbc4150d0-C5vT29Ee.css,200,,text/css,979,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c2b5b5d37-upZJhW-x.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c2b5b5d37-upZJhW-x.js,200,,text/javascript,1107,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6c2bd063-EWG59wR9.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6c2bd063-EWG59wR9.js,200,,text/javascript,1507,160.79.104.10,h3
5:47:53 PM,request,Fetch,https://a-cdn.anthropic.com/v1/projects/LKJN8LsLERHEOXkw487o7qCTFOrGPimI/settings,,GET,,,,
5:47:53 PM,response,Fetch,https://a-cdn.anthropic.com/v1/projects/LKJN8LsLERHEOXkw487o7qCTFOrGPimI/settings,200,,application/json,0,34.36.57.103,h2
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-BQI_lUKH.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-BQI_lUKH.js,200,,text/javascript,3789,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc188f2db-CTGFxau4.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/cc188f2db-CTGFxau4.js,200,,text/javascript,1027,160.79.104.10,h3
5:47:53 PM,request,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-DxQfZvh_.js,,GET,,,,
5:47:53 PM,response,Script,https://assets-proxy.anthropic.com/claude-ai/v2/assets/v1/c6a992d55-DxQfZvh_.js,200,,text/javascript,1488,160.79.104.10,h3
5:47:53 PM,request,Script,https://a-cdn.anthropic.com/next-integrations/actions/amplitude-plugins/f12a4347e1080fb88155.js,,GET,,,,
5:47:53 PM,response,Script,https://a-cdn.anthropic.com/next-integrations/actions/amplitude-plugins/f12a4347e1080fb88155.js,200,,text/javascript,2286,34.36.57.103,h3
5:47:53 PM,request,Media,https://cdn.sanity.io/files/4zrzovbb/website/032a2abc20d7be25555ccbfbdf0a6a98082156ad.webm,,GET,,,,
5:47:53 PM,request,Media,https://cdn.sanity.io/files/4zrzovbb/website/032a2abc20d7be25555ccbfbdf0a6a98082156ad.webm,,GET,,,,
5:47:53 PM,request,Script,https://a-cdn.anthropic.com/next-integrations/actions/3962/1faa179dfb20d0a3f5a0.js,,GET,,,,
5:47:53 PM,response,Script,https://a-cdn.anthropic.com/next-integrations/actions/3962/1faa179dfb20d0a3f5a0.js,200,,text/javascript,8932,34.36.57.103,h3
